Question,Sub Quest/Answer,Question_Char_Length,Sub_QA_Char_Length,Question_Word_Length,Sub_QA_Word_Length
"Will I be subject to recomputation of TDSR if I switch to a prevailing loan package and, at the same time: (1) Apply for a (new or additional) mortgage withdrawal loan, and/or (2) Request that the loan tenor be extended?","For requests other than the switching out of your SIBOR-based loan to a prevailing loan package, you would be subject to credit assessment; the recomputation of TDSR will apply. We recommend that you speak with us if you have requests beyond package switching.",220,260,40,43
Why is my prevailing interest rate increased?,"Your prevailing interest rate has been increased because you did not make the minimum payment by the statement due date. This occurs when no payment is made, less than the minimum payment is made, or when payment is made after the statement due date.For example, an EasiCredit Account Holder is currently on a prevailing interest rate of 22.90% per annum. On December 2021’s statement, the EasiCredit Account Holder has an outstanding balance of S$588 that is due on 14 January 2022. In this example, EasiCredit Account Holder must make a payment of S$50 by 14 January 2022. The minimum payment is 3% of outstanding balance or S$50, whichever is higher, plus any overdue amount.However, as the EasiCredit Account Holder did not make the minimum payment by the statement due date, higher interest will be charged to the EasiCredit account in the next statement cycle and will apply to all outstanding balances.I am an existing EasiCredit Account Holder incurring a higher interest rate. How can I lower my prevailing interest rate per annum?Depending on your current prevailing interest rate 22.90%/28.00%/29.80% per annum,  interest rate will revert to the prevailing interest rate as soon as your account is no longer past due in the current and last five months.Prevailing Interest RateInterest Rate if minimum payment is not received by due date22.90%28.00%28.00%36.00%29.80% (for customers with annual income S$20,000 - S$29,999)36.00%What happens if I continue to pay less than the minimum payment or do not make payment by the statement due date?If you are currently on higher interest rate and continue to pay less than the minimum payment or do not make payment by the statement due date for two consecutive months, your interest rate will be subject to a further increase of 8.00%, to 36.00% per annum.I am currently on prevailing interest rate of 29.80% per annum (annual income S$20,000 – S$29,999). Will I be subject to higher interest?You will be subject to a higher interest rate of 36.00% per annum if you do not make the minimum payment due by the statement due date.",45,2083,7,342
"Why refund the excess credit balance if any of my Credit Card/EasiCredit account(s) exceed(s) $50,000*?","Please arrange a refund with us if any of your Credit Card/EasiCredit accounts exceeds $50,000.Please check if the credit balance in any of your Credit Card/EasiCredit accounts exceeds $50,000*.If so, please contact us to arrange for a refund of your excess credit balance, which can be performed either via funds transfer to a current/savings account, or via a Cashier’s Order.Alternatively, you may use your entire excess credit balance.This is so that the credit balance in your each of your accounts do not exceed $50,000* for more than 30 consecutive days.We have recently revised our relevant Credit Cardmembers Agreements and the Terms and Conditions Governing Personal Line of Credit (collectively, the Relevant Terms) on 1 January 2017.Therefore, we have the discretion to refund any amount of credit balance in your credit card/EasiCredit account(s) via such mode as set out in the Relevant Terms.We thank you for your understanding, and apologise for any inconvenience caused.* This amount may change in futureNothing stated above shall prejudice OCBC’s rights under the relevant terms and conditions and/or agreements governing the credit card/Easicredit accounts.",103,1176,15,178
Why should I use MyInfo to complete my application?,"MyInfo contains Singapore government verified information on you, which you can allow banks to use in support of your application. By using MyInfo, majority of the fields in the application form will be auto-populated with this information, thereby shortening the entire application process including providing you with an almost immediate application outcome.If I use MyInfo to make my application, is it possible to edit fields pre-filled by MyInfo? If so, what are the editable fields?As MyInfo contains Singapore government verified information, only some fields within MyInfo are editable, such as mobile number, email address, name of employer (if you are a Singaporean or PR) and education level. If you wish to update any of the details reflected in the non-editable fields, you can approach the relevant agencies, as indicated in MyInfo, to update.If you happen to be using a different mailing address from your address on MyInfo, please fill in the other form instead.I am currently receiving the bank's one-time passwords through a mobile number that is different from the one I used in my application. Will this change with my application?No, your one-time passwords will continue to be sent to the original mobile number.I completed my application at a roadshow. Is this different from applying through the bank's website?Your application is not processed when you click submit at a roadshow. After an hour from the point that you have submitted it digitally, you will be sent an SMS and email, with a link for you to click to trigger for instant processingWhat are the system downtimes and how will I be impacted by it?Daily from 9.30pm to 6am, as well as on Sundays and Public Holidays (specifically for ExtraCash Loans), you may receive an approved status confirmation but not receive the SMS and email notifications that carry the link to the details of the newly applied product, nor will you be able to see the newly approved product in Internet Banking.Also, daily from 12am to 8am, due to the maintenance of Credit Bureau system, your unsecured credit card or loan/line application will not be able to get an instantaneous outcome.How would I be contacted should my application require pending documents or has been rejected?You will receive a physical letter informing you of the documents you require for your application, should your application require further documents. You will receive an email and physical letter if your application has been rejected.",51,2481,9,400
How can I use my EasiCredit account immediately if I have not received my ATM card yet?,"You can log in to your Online Banking account and use PayNow to transfer daily up to SGD 1000 from your EasiCredit account to PayNow registered user of your choice. Instructions on this arrangement is also available in the email that is sent to you upon application approval.I did not provide my signature when I signed up for an EasiCredit. What should I do if I want to perform transactions that require the verification of signature?Please proceed to any OCBC branch where you can present to any OCBC staff a a copy of your signature together with your original identification documents – NRIC or passport, to update your signature with the bank.How can I apply for a chequebook?Successful EasiCredit applications via our website will not automatically come with a cheque book.If you require a cheque book, you can click on the link in the EasiCredit approval email or SMS that was sent to you after your application has been approved.After you have been verified, you may then proceed to select the option “Apply for Cheque Book”, upload your signature and click submit to apply for a cheque book. As this link is only available for 7 calendar days, you may also request for a cheque book via Internet Banking subsequently.",87,1227,17,210
Which plan type can I purchase?,"Comprehensive policies are suitable for vehicle owners who prefer to cover legal obligations for damages caused to a third parties and repair damage to own vehicle caused by accidents, fire, flood and theft to the vehicle. However, your choice of plan may depend on the age of your vehicle.Currently, all comprehensive plans are available only to vehicles of 10 years or less only. This age is determined by deducting the ‘Year of Insurance’ against the ‘Year of Manufacture’ of the vehicle.",31,491,6,81
Can I apply AutoWise to insure my commercial vehicle?,"No, AutoWise is only applicable to private motor vehicles.",53,58,9,9
Are all private motor vehicles eligible to apply for AutoWise?,"Normally, all private motor vehicles are eligible. However, there may be instances where we may need to underwrite the vehicle on a special basis due to make and model, engine capacity, special modifications and claims history.",62,227,10,36
What is NCD? How will it affect my premiums?,"NCD or “No Claims Discount” is used to lower the policy premium. For first time vehicle owner, you will start off with 0% NCD. For every policy year that you make zero claims, your NCD increases 10% each year, up to the maximum of 50%. NCD is recognised by all insurers across the industry and a way for insurers to reward you for having been a careful driver.",44,360,9,68
Will I receive NCD if I have been driving as a Named driver on somebody else’s policy?,No. NCD is accorded to vehicle owner and not the Named or authorized driver of the vehicle.,86,91,17,17
"Does my NCD apply to me, or to my vehicle?","Your NCD applies to you and not the vehicle. If you sell your current vehicle and buy a new one, you can retain and use the NCD for your motor insurance on the new vehicle.However, if you own more than one vehicle, you will have to earn the NCD for each vehicle separately and hence, you will have different NCDs for each vehicle.",42,330,10,63
"If I make a claim, will I automatically lose my NCD?",Your NCD will be affected as table shown below if you choose to claim under your policy or if we have received a third party claim filed against you. Your NCD will however be reinstated if you manage to recover at least 80% or more from the third party.Current No Claim DiscountNo Claim Discount After Accident1 claim2 claims and above50%20%No discount40%10%No discount10 to 30%No discountNo discount,52,400,11,66
Can I insure against the loss of my NCD?,"Yes, as long as you have NCD of 50%. This is an optional benefit called “NCD Protector” with an additional premium to be paid. The benefit will protect your NCD against the first claim during the Period of Insurance. However, your NCD will be affected if you have more than one claim during the Period of Insurance. Please refer to the table below:No. of Claim(s) made during the Period of InsuranceNCD entitlement upon renewal of the PolicyOneS$50%Two20%Three or moreNo discountPlease note that this NCD Protector is not transferable to another insurer and does not guarantee renewal or non-cancellation of your policy by the company.",40,635,9,104
What is ‘excess’?,"Excess is the first amount of the claim that you (the Insured) must pay. For example, if you have an excess of S$300 and the total repair cost is S$2,000: you will have to pay S$300 and the insurer will bear the remaining cost of S$1,700.",17,238,3,46
What are the conditions for Waiver of Standard Excess in the event of an Own Damage claim?,"Policy with 30% NCD and below: 50% waived or S$500, whichever is lowerPolicy with 40% or 50% NCD: 100% waived or S$500, whichever is lowerWaiver of Standard Excess applies:To the first own damage claim of the current period of insurance;To Insured & Named Drivers only;As shown based on Insured’s NCD entitlement at the time of accident.",90,337,17,56
How do I make a motor claim?,"In the event of a Motor accident, please call our dedicated24-Hours Towing Helpline at6535 0511should you require towing service. Otherwise, please proceed to any one of the Accident Reporting Centres to file the mandatory accident report no later than 24 hours.Kindly note that the 24 hours accident reporting requirement is mandatory as failure to do so allows insurer to apply a late reporting penalty against your NCD and to repudiate policy liability indemnifying you for the damage repair to your vehicle as well as for your liability towards the damage caused to Third Party property and/ or injury.For your convenience and peace of mind, you are strongly advised to leave your accident damaged vehicle with the Accident Reporting Centre for repairs as they are also our Authorised Workshops. You will enjoy policy Excess waiver (conditions apply) for Own Damage repair, and if you were assessed to be not at fault, the Authorised Workshop will repair the vehicle and assist you in formulating a Third Party claim against the responsible Third Party Singapore registered vehicle insurer. This way, your NCD will not be affected and the repairs done will come with a nine(9) months warranty.The Authorised Workshop will not be able to assist if the responsible Third Party is a Malaysian registered vehicle insured with a Malaysian based insurer. Should you have a claim against a Malaysian registered vehicle driver in any situation, you will need to pay your repair cost upfront and seek recovery directly against the Malaysian Insurer by submitting the following:Copy of your vehicle registration card.Copy of the Certificate of Insurance, Cover Note, or the Policy Schedule.Copy of your Identity Card (both front and back) or Passport.Copy of the police report, police sketch plan with keys (if any), and the police investigations result (if any).Proof of losses incurred best depicted by photographs taken at the scene of accident clearly showing the Malaysian registered vehicle license registration number and your vehicle license registration number, and post-accident vehicles position and damage conditions.Copy of your vehicle damage assessment report with photographs, your repairer invoice and receipt, and your replacement car rental bill and receipt (if any). Registered post should be used when sending original documents. If your claim against the Malaysian registered vehicle insurer is unsuccessful, you may appeal to either of the following for advice or assistance:MalaysiaSingaporePersatuan Insuran Am Malaysia (PIAM)3rd Floor, Wisma Piam150 Jalan Tun Sambanthan50470 Kuala Lumpur MalaysiaTel:(+60) 203 274 7399Fax:(+60) 203 274 5910General Insurance Association of Singapore (GIA)112 Robinson Road #05-03Singapore 068902Tel:(+65) 6221 8788Fax:(+65) 6227 2051",28,2787,7,419
How will I be notified of the renewal of my motor insurance policy?,"A renewal notice will be sent to you via physical mail to your mailing address approximately two months before your policy expires. For change of mailing address, please email togicare-sg@greateasterngeneral.com.",67,212,13,30
Do I need to inform my insurers if I change my vehicle parts/modify my vehicle not according to vehicle specifications?,"Yes, changes or modification to your vehicle from its original manufacturer’s standard specification will impact your insurance coverage. Please inform us for any changes or modification to your vehicle via email togicare-sg@greateasterngeneral.com.",119,249,20,32
What types of cancers are covered?,"Early cancerCarcinoma in situ;Early Prostate Cancer;Early Thyroid Cancer;Early Bladder Cancer;Early Chronic Lymphocytic Leukemia;Neuroendocrine tumours;Gastro-Intestinal Stromal tumours; orBone Marrow Malignancies.Intermediate CancerCarcinoma in situ of Specified Organs treated with
          Radical Surgery, which is defined as:the total and complete removal of one of the
                following organs:BreastProstateCorpus uteriOvaryFallopian tubethe partial or complete removal of one of the
                following organs:ColonStomachNote: If the organ comes in a pair, the complete and
          total
          removal of one side will constitute Radical Surgery.
          Apart
          from the colon and stomach, partial removal of an organ
          will
          not be covered.Major cancerAs defined under the standard definitions for cancer
          under
          the 37 severe-stage Critical Illnesses (Version 2019)
          under
          the Life Insurance Association Singapore (LIA). You may
          refer towww.lia.org.sgfor more details.Refer to theproduct summaryfor definitions of all the 3
          stages of cancers covered.Can I buy this plan for my spouse or children?You may only buy this plan for yourself.What affects the premiums (price) of this policy?It depends on the entry age, gender, smoking status and
          your choice of the coverage.",34,1396,6,167
"What is a pre-existing condition and why does it
                                                                  matter?","It is any condition which existed before the policy issue
                                                               date or date of any reinstatement (if applicable) of this
                                                               policy and for which:symptoms of the condition existed that would cause an
                                                                  ordinarily prudent person to seek diagnosis, care or
                                                                  treatment;
                                                                  ormedical advice or treatment was recommended by or
                                                                  received from
                                                                  a Medical Practitioner; orthe insured person has undergone medical tests or
                                                                  investigations.This matters because Great Eastern will not pay the
                                                               cancer benefit for claims that are directly or indirectly
                                                               caused by, or resulted from a pre-existing condition.",122,1223,10,88
Can I get a refund if I cancel?,"You will only get your money back in full if you cancel
          the plan within the 14-day free-look period starting from
          the day you receive your policy documents.You will be notified via SMS and email when the policy
          document is ready.How do I make a claim?Please followthese stepsto file a claim.Can I get a refund if I did not make a claim?No, you will not get any refund if you don’t make a
          claim. This helps us to make this plan more affordable.What are the circumstances that I cannot make a
             claim?You cannot make a claim if the diagnosis was made within
          the first 90 days from the policy issue date or the date
          of reinstatement of the policy.If the claim is caused by pre-existing conditions,
          alcohol or drug abuse, or any congenital anomaly or
          defect, the claim is not payable.",31,871,8,141
What is CareShield Life?," How is that different from this policy?CareShield LifeCareShield Life is a Long-term care government insurance scheme that provides basic financial support in the event of a severe disability (i.e. unable to perform 3 or moreActivities of Daily Living).Check your coverage and premium.GREAT CareShieldGREAT CareShield is a supplementary plan provided by Great Eastern if you want to have more comprehensive coverage in addition to your CareShield Life schemeCan I start receiving benefits once assessed to be unable to perform Activities of Daily Living?No, you will only start receiving the benefits if you are still unable to performActivities of Daily Livingafter a 90-day deferment period starting from, and inclusive of, the date of your disability assessment.Your disabilities do not have to be certified at the same time for you to claim the benefits of this plan.",24,872,4,134
Do I need to go for a medical examination in order to apply for GREAT CareShield?,"It depends on the sum of your monthly payout coverage amount across long-term care insurance plans from GREAT Eastern (if you have any). See the table below.Sum of your monthly payout coverage amount from the following policies:GREAT CareShield, LifeSecure and ElderShieldBelow 3,000 SGD3,000 SGD and aboveAnswer 3 simple health declarationsNo medical examination requiredMedical examination requiredHow long do I have to pay premiums for?The payment terms depend on entry age:If you are 30 to 47 (age last birthday) when you purchase GREAT CareShield:Choose to pay until 67 or 95 (age last birthday).If you are 48 to 64 (age last birthday) when you purchase GREAT CareShield:Choose to pay until 95 (age last birthday) or for 20 years.How can I pay for GREAT CareShield?Payment optionsOnlineOfflineCredit cardDebit cardMediSave funds(Up to a limit of 600 SGD per calendar year)CashCredit cardDebit cardGIRO or cheque / banker's orderMediSave funds(Up to a limit of 600 SGD per calendar year)For usage of MediSave, the limit of 600 SGD per person per year is shared across any ElderShield and CareShield Life supplementary plans.GIRO is only available for renewal premiums.Can I use the MediSave of one of my family members?Yes, you may use the MediSave of any of your following family members to pay for your CareShield Life premiums (subject to CPF’s approval):SpouseParentsSiblings;Children; orGrandchildren.You can only use your own MediSave if you purchase GREAT CareShield via the online sales portal. If you wish to use the MediSave of your spouse, parents, children, or grandchildren, please approach your Personal Financial Consultant.My premium is more than 600 SGD. Can I still pay with MediSave?If your premium is more than 600 SGD and you have chosen MediSave as one of your premium payment options, you will be prompted and offered other options to pay the balance:Payment optionsOnlineOfflineCredit cardDebit cardCashCredit cardDebit cardGIRO or cheque / banker's orderI have previously opted out from ElderShield. Can I purchase GREAT CareShield as a standalone plan?No. GREAT CareShield may only be purchased if you have an existing CareShield Life or ElderShield policy.Find out how you can get covered under CareShield Life schemehere.I have an existing ElderShield supplement. Can I still purchase GREAT CareShield?Yes, you can purchase to top-up your existing ElderShield supplement coverage.",81,2412,16,364
"If I need to make a claim, what should my family member(s) or I do?","In the event of a claim, please get your family member(s) to followthese steps.What should I expect after I file a claim?Depending on the severity of disability, Great Eastern will reach out to you to arrange for periodic assessments.If you are certified to be unable to perform 2 or moreActivities of Daily Livingafter already being unable to perform 1, your monthly payout will increase from 50% to 100%. If you fulfill the necessary criteria, you will also receive payouts for caregiving expenses and having children under age 22.This is provided that you are still unable to perform theActivities of Daily Livingafter a 90-day period starting from, and inclusive of, the date of the disability assessment.In what case will my claim be rejected?Great Eastern will not pay the benefit for claims that are directly or indirectly caused by, or resulting from:Apre-existing conditionSelf-injurySuicide or attempted suicide, or acts that endanger your lifeAlcoholismDrug addictionWarDisability that happens within a 90-day period starting from and inclusive of the commencement date of your policy (other than a disability due to accident occurring after the commencement date).What happens if I stop paying for this policy?If you are 61 years old or above and have maintained the policy for at least 10 years, the policy will continue without your payment. However, your coverage amount will decrease.Otherwise, the policy will be terminated if you don’t pay your premiums.Can I cancel the policy? Are there any fees?Yes, you may cancel the policy by submitting a written notice of cancellation to us.If the date falls within 60 days from the date you receive your policy documents, you will get back the premiums you have paid, after deducting any medical fees and other expenses. If the date falls after the 60 days, you will lose all of your premiums paid.If your policy document is sent by post locally, we will assume it has been delivered and received 7 days after the date of posting.",67,1990,15,322
What type of financial product is GREATLife Endowment Insurance 3?,It is an endowment insurance plan. This means that it focuses on growing your wealth while offering insurance coverage at the same time.,66,136,10,23
What are the premium payment options?,"There are a total of 4 premium payment options – Single Premium, or Regular Premium over 5 years, 10 years, or 15 years. For Regular Premium payment options, you can choose to pay your premiums either monthly or annually.",37,221,6,39
Can I pay through my Supplementary Retirement Scheme (SRS) account?,"Yes, SRS payment is allowed for Single Premium mode only, with a minimum single premium of S$15,000. Note that the minimum entry age for SRS payment is 19 years old (age next birthday).",67,185,10,33
How will my money be invested and managed in a participating fund?,Your money will be pooled together with those collected from other policyholders and invested into a participating fund. The participating fund will be managed by Lion Global Investors Limited and invested in a diversified range of assets.,66,239,12,37
What is my Insurance coverage?,"You will be getting insurance coverage for Death, Terminal Illness (TI) and Total and Permanent Disability (TPD).Here is a table reflecting the respective coverage and exclusions:CoverageExclusionsDeathIf the life assured passes away within 12 months from the date of issue due to a pre-existing condition or suicide, your policy will be void and the premiums you have paid (less any debt, benefits and/or bonuses paid under the policy) will be refunded.Terminal IllnessDiagnosis to be supported by a registered medical practitioner and insurer’s appointed medical practitioner (when required).Pre-existing TI, TI due to pre-existing condition within 12 months from the date of issue or if the life assured has HIV infection.Total and Permanent DisabilityDiagnosis to be supported by a registered  
            medical practitioner and deemed to be total and irrecoverable.Pre-existing TPD, diagnosis of TPD due to pre-existing condition within 12 months from the date of issue, or TPD resulting from self-inflicted injury or bodily injury sustained while in or on an aircraft (except as a fare-paying passenger or crew member on an aircraft licensed for passenger service and operated by a commercial airline on a scheduled route, as a member of the armed forces travelling as a passenger on a military transport aircraft or as a provider of airport ground handling, aviation catering, aircraft engineering or other aviation-related services while the aircraft is on the ground).",30,1480,5,222
Can I purchase GREATLife Endowment Insurance 3 if I have pre-existing health conditions?,"Yes, you can. However, if the life assured passes away due to a pre-existing condition within 12 months from the date the policy was issued, the policy will be void and all the premiums paid (less any debt, benefits and/or bonuses paid under the policy) will be refunded. Payment of Terminal Illness (TI) benefit or Total and Permanent Disability (TPD) benefit will not be made if the life assured has pre-existing TI or pre-existing TPD, or pre-existing conditions that lead to a TI or TPD event within 12 months from the date the policy was issued.",88,550,13,96
Can I make a partial surrender if I need the cash proceeds for my personal use during the policy term?,"Yes, provided there is cash value in your policy. Note that if you make a partial surrender, it will reduce the basic sum assured which may affect the amount of future bonuses payable (if any) under the policy. The policy will terminate upon full surrender of the policy. Terms and conditions apply.",102,299,20,52
Are my benefits/returns guaranteed?,"The illustrated benefits are made up of guaranteed and non-guaranteed benefits.Guaranteed benefitsCapital is guaranteed from the end of the 10th policy year for single premium payment option, 15th policy year for regular premium (5-year and 10-year) payment options, and 20th policy year for regular premium (15-year) payment option, if no policy alterations are made.Premium payment termCapital guaranteed at the end of policy yearSingle Premium105 years or 10 years1515 years20Non-guaranteed benefitsEvery year, the bonus returns from the participating fund will be declared. Only bonuses that have been declared are guaranteed. Non-guaranteed benefits are in the form of future bonuses and depend on the current performance, the future outlook and the financial soundness of the participating fund.The non-guaranteed benefits (based on bonuses to be declared) depend on factors including:Actual investment returns of the participating fundActual expenses incurred or allocated to the participating fundThe number of surrendered policies in the participating fundThe amount of death and sickness claims paid out on policies in the participating fund.The two Illustrated Investment Rates of Return of 4.25% per year and 3.00% per year used to illustrate the benefits are used purely as examples. They do not represent the upper and lower limits of the investment performance of the participating fund.The bonuses may be smoothed to provide a stable medium to long-term return. Bonuses made during the good years may be used to support the bonuses during down times.Please note that past performance may not be indicative of future performance.",35,1644,4,243
What are the fees and charges that I need to pay?,All the fees and charges are already included in the amount that you pay. These include (but are not limited to):Distribution costs which includes what you pay for advice and for other related expensesFee to the fund managersCosts of insuranceManagement expenses to maintain the policy,49,285,11,45
What happens if I need to terminate the plan early?,"Signing up for a life insurance policy is a long-term commitment. There are some things you need to take note if you end the plan early:This plan will return the total amount that you put in only after 10, 15, or 20 policy years (depending on the premium payment option which you have selected). If you end the policy within the first 10, 15, or 20 policy years, you will get zero or less than what you put inOnce you end your policy, you will not be protected in terms of insurance coverageThe following table shows theguaranteed surrender valueas a proportion of premiums paid at some key points during the policy term. This will allow you to have a rough estimate of how much you may get back if you choose to terminate the policy early.PeriodSingle PremiumPay premiums over5 years10 years15 yearsFirst 14 daysFree-lookFree-look periodFirst 2 policy years80%No surrender valueEnd of 5th policy year82%28%25%22%End of 10th policy year100%59%59%47%End of 15th policy year105%105%103%92%Please refer to the surrender value section in the policy illustration for more information.",51,1079,10,175
What is the Secondary Life Assured (SLA) option?,"You can appoint another person to be the Secondary Life Assured (SLA). This ensures that in the event the original life assured passes on, the SLA appointed by you can take on and continue the existing policy. The policy term will remain unchanged (i.e. policy will mature on the policy anniversary when the original life assured would have been age 120 next birthday).The SLA can be yourself, your spouse or child (biological or legally adopted) who is age 18 next birthday and below.",48,485,8,83
What is the policy term?,The policy term is till age 85 (age next birthday).,24,51,5,10
What type of cancers are covered?,Early stageCarcinoma in situ;Early Prostate Cancer;Early Thyroid Cancer;Early Bladder Cancer;Early Chronic Lymphocytic Leukemia;Neuroendocrine tumours;Gastro-Intestinal Stromal tumours; orBone Marrow MalignanciesIntermediate stageCarcinoma in situ of Specified Organs treated with Radical SurgeryCritical stageMajor cancerYou are advised to read the policy wording for more details.,33,382,6,41
What types of heart attacks are covered?,Early stageCardiac Pacemaker InsertionPericardiectomyIntermediate stageCardiac Defibrillator InsertionEarly CardiomyopathyCritical stageHeart Attack of Specified SeverityYou are advised to read the policy wording for more details.,40,230,7,23
What types of strokes are covered?,Early stageBrain Aneurysm SurgeryCerebral Shunt InsertionIntermediate stageCarotid Artery SurgeryCritical stageStroke with Permanent Neurological DeficitYou are advised to read the policy wording for more details.,34,213,6,24
How can I get coverage for 3 times of diagnoses?,"You can get it when you add on the optional rider. For more details, please refer to the policy wording.",48,104,10,20
Is the premium fixed or does it increase over the years?,The premium will increase each year with age. Find out more in the OCBC Digital app.,56,84,11,16
Will the payout be the same regardless of the type of critical illness?,"Yes, you will receive 100% lump sum payout per claim made on the covered critical illness.",71,90,13,16
How much payout will I receive?,"Without the riderYou will receive the higher of 100% of the coverage amount or the total premiums paid, after which your policy will be terminated.With the riderYou will receive 100% of the coverage amount on the first and second claim. You will receive the higher of 100% of the coverage amount or the total premiums paid minus the amount paid out previously for the third claim, after which your policy will be terminated.Refer to the product summary for more details.",31,470,6,80
Is there a payout in the event of death?,"Yes. Compassionate Benefit of $25,000 will be paid. However, it will not be paid out if the death is due to suicide, while sane or insane, within 12 months from date of issue or date of reinstatement of the policy.",40,214,9,40
"After I have bought the policy, can I still add or remove the rider for 3 times of diagnoses?","If no claim has been made, you can add or remove the rider. The rider is subject to medical and financial underwriting. Please reach out to the Great Eastern customer hotline.",93,175,19,31
Are there any penalties for cancelling my policy?,"This plan has a 14-day free-look period. If you cancel your policy within 14 days of receiving your policy documents, we will refund you the premiums you have paid, less any costs incurred (if any).If you cancel after the free-look period, there will be no refund of premiums paid.",49,281,8,49
Can I make a critical illness claim starting from day 1?,"Yes, you can do so in the case of a stroke. However, for cancer or a heart attack, there is a waiting period of 90 days before you can make a claim.",56,148,11,32
How do I make a claim?,"To make a critical illness claim, visit theGreat Eastern’s claims websiteand follow the steps given.",22,100,6,15
What is Great Eastern’s customer service hotline?,"If you have any questions, claims or complaints, you may call1800-248-2888. Alternatively, send an email towecare-SG@greateasternlife.com.",49,138,7,16
How can I contribute to my OCBC SRS Account?,"Contributions can be made through either of the following ways:Online BankingLogin to Online Banking with your access code and PINUnder ""Investment & insurance"", select ""Retirement portfolio""Select ""SRS contribution""Mobile BankingLogin to mobile banking.Tap on the menu bar on the top left of the screen.Tap on ""Invest"".Select ""Contribute to SRS Account"".Follow mobile banking instructions.For SRS contributions submitted via Online or Mobile Banking between 9am-9pm from Mondays to Saturdays (excluding public holidays) we will process it within the same day. SRS contributions submitted after 9pm or on a non-business day will be processed the next working day.If a request is successful, the transaction will be shown in your SRS Transaction History one business day after we process it. For example, if the request is submitted on Sunday, we will process it on Monday (non-public holiday) and the transaction will be shown in your SRS Transaction History on Tuesday. We will send you an email if the request is unsuccessful.If your request is submitted before 11.59pm on 31 December on the last business day of the year (on or before 31 December), your SRS contribution will be made the same year.SRS contribution cannot be done via other banks' internet banking.CashCash can only be deposited over the counter at branches.ChequeWrite a cheque payable to yourself and drop it into a Quick Cheque Deposit box at any OCBC branch Indicate on the back of the cheque:Your nameNRIC or FIN numberSRS account numberContact numberCheques received before 3.30pm on a working day, the funds will be credited to SRS account around 4.00pm on the following working day if the cheque is good for payment.Contributions must be made by 31 December of each year in order to be eligible for tax deduction in the same year.Standing instruction is currently not available.",44,1855,9,292
When can I withdraw my SRS funds?,"You can withdraw your SRS funds anytime.If you withdraw from your account at or after the applicable statutory retirement age, only 50% of the withdrawn amount is subject to tax.The statutory retirement age prior to 1st July 2022 was 62, and will be raised to 63 on 1st July 2022.However, if you make a withdrawal before the statutory retirement age prevailing at the time of your first contribution, funds withdrawn will be subjected to tax and a 5% penalty.The penalty applies to all withdrawals except those made under exceptional circumstances:death;medical grounds;bankruptcy; orthe full withdrawal of the SRS balance by a foreigner provided that the following conditions are met:you are neither a Singapore Citizen nor a Singaporean PR on the date of withdrawal and for a continuous period of 10 years preceding the date of withdrawal;you have maintained your SRS account for a period of not less than 10 years from the date of your first contribution to your SRS account; andyou make a one-time full withdrawal from your SRS account.",33,1040,7,170
Does my SRS contribution count towards my personal relief?,"Contributions to SRS are considered part of your personal reliefs. Total personal reliefs, including SRS contributions, are capped at S$80,000.",58,143,9,20
Can I transfer my SRS Account from other banks to OCBC?,"Yes, you can. Visit any of our branches to complete and sign these forms:Account Transfer formSRS Account Application formDeclaration formThe branch will submit these documents for the processing of the transfer.",55,212,11,31
How can I close my OCBC SRS Account?,You may approach any of our branches to complete the Account Closure form.,36,74,8,13
Can I invest with my SRS Contributions?,"A wide range of financial instruments are available for your investments. These include stocks, unit trusts, time deposits, annuities, fund management accounts and life insurance policies (single premium and recurrent single premium products only).However, direct property investments, life insurance policies greater than 3 times the single premium, critical illness, health and long-term care products are not allowed.",39,420,7,57
Are there any fees and charges for my OCBC SRS Account?,There will be a S$2 transaction fee for each application or redemption for Singapore Savings Bonds.,55,99,11,16
Are there any fees or charges imposed for (i) the transfer of my SRS Account from OCBC to another bank; or (ii) for the withdrawal of shares from my SRS Account?,"Yes – if you (i) transfer your SRS Account from OCBC to another bank and the transfer involves shares; (ii) withdraw shares from your SRS Account, the following fees and charges are applicable:a CDP settlement fee of S$0.35 per countershare transfer charge of S$10 per counter (applicable for share-related transactions).These charges are subject to the prevailing Goods and Services Tax (GST) rate.",161,399,31,62
